   1  5.00000000e-01  2.00000000e+01          0e+00
   2  5.15064512e-01  2.00000000e+01          0e+00
   3  5.30129023e-01  2.00000000e+01          0e+00
   4  5.45193535e-01  2.00000000e+01          0e+00
   5  5.60258046e-01  2.00000000e+01          0e+00
   6  5.75322558e-01  2.00000000e+01          0e+00
   7  5.90387069e-01  2.00000000e+01          0e+00
   8  6.05451581e-01  2.00000000e+01          0e+00
   9  6.20516092e-01  2.00000000e+01          0e+00
  10  6.35580604e-01  2.00000000e+01          0e+00
  11  6.50645115e-01  2.00000000e+01          0e+00
  12  6.65709627e-01  2.00000000e+01          0e+00
  13  6.80774138e-01  2.00000000e+01          0e+00
  14  6.95838650e-01  2.00000000e+01          0e+00
  15  7.10903161e-01  2.00000000e+01          0e+00
  16  7.25967673e-01  2.00000000e+01          0e+00
  17  7.41032184e-01  2.00000000e+01          0e+00
  18  7.56096696e-01  2.00000000e+01          0e+00
  19  7.71161207e-01  2.00000000e+01          0e+00
  20  7.86225719e-01  2.00000000e+01          0e+00
  21  8.01290230e-01  2.00000000e+01          0e+00
  22  8.16354742e-01  2.00000000e+01          0e+00
  23  8.31419253e-01  2.00000000e+01          0e+00
  24  8.46483765e-01  2.00000000e+01          0e+00
  25  8.61548276e-01  2.00000000e+01          0e+00
  26  8.76612788e-01  2.00000000e+01          0e+00
  27  8.91677299e-01  2.00000000e+01          0e+00
  28  9.06741811e-01  2.00000000e+01          0e+00
  29  9.21806322e-01  2.00000000e+01          0e+00
  30  9.36870834e-01  2.00000000e+01          0e+00
  31  9.51935345e-01  2.00000000e+01          0e+00
  32  9.66999857e-01  2.00000000e+01          0e+00
  33  9.82064368e-01  2.00000000e+01          0e+00
  34  9.97128880e-01  2.00000000e+01          0e+00
  35  1.01219339e+00  2.00000000e+01          0e+00
  36  1.02725790e+00  2.00000000e+01          0e+00
  37  1.04232241e+00  2.00000000e+01          0e+00
  38  1.05738693e+00  2.00000000e+01          0e+00
  39  1.07245144e+00  2.00000000e+01          0e+00
  40  1.08751595e+00  2.00000000e+01          0e+00
  41  1.10258046e+00  2.00000000e+01          0e+00
  42  1.11764497e+00  2.00000000e+01          0e+00
  43  1.13270948e+00  2.00000000e+01          0e+00
  44  1.14777399e+00  2.00000000e+01          0e+00
  45  1.16283851e+00  2.00000000e+01          0e+00
  46  1.17790302e+00  2.00000000e+01          0e+00
  47  1.19296753e+00  2.00000000e+01          0e+00
  48  1.20803204e+00  2.00000000e+01          0e+00
  49  1.22309655e+00  2.00000000e+01          0e+00
  50  1.23816106e+00  2.00000000e+01          0e+00
  51  1.25322558e+00  2.00000000e+01          0e+00
  52  1.26829009e+00  2.00000000e+01          0e+00
  53  1.28335460e+00  2.00000000e+01          0e+00
  54  1.29841911e+00  2.00000000e+01          0e+00
  55  1.31348362e+00  2.00000000e+01          0e+00
  56  1.32854813e+00  2.00000000e+01          0e+00
  57  1.34361264e+00  2.00000000e+01          0e+00
  58  1.35867716e+00  2.00000000e+01          0e+00
  59  1.37374167e+00  2.00000000e+01          0e+00
  60  1.38880618e+00  2.00000000e+01          0e+00
  61  1.40387069e+00  2.00000000e+01          0e+00
  62  1.41893520e+00  2.00000000e+01          0e+00
  63  1.43399971e+00  2.00000000e+01          0e+00
  64  1.44906423e+00  2.00000000e+01          0e+00
  65  1.46412874e+00  2.00000000e+01          0e+00
  66  1.47919325e+00  2.00000000e+01          0e+00
  67  1.49425776e+00  2.00000000e+01          0e+00
  68  1.50932227e+00  2.00000000e+01          0e+00
  69  1.52438678e+00  2.00000000e+01          0e+00
  70  1.53945129e+00  2.00000000e+01          0e+00
  71  1.55451581e+00  2.00000000e+01          0e+00
  72  1.56958032e+00  2.00000000e+01          0e+00
  73  1.58464483e+00  2.00000000e+01          0e+00
  74  1.59970934e+00  2.00000000e+01          0e+00
  75  1.61477385e+00  2.00000000e+01          0e+00
  76  1.62983836e+00  2.00000000e+01          0e+00
  77  1.64490287e+00  2.00000000e+01          0e+00
  78  1.65996739e+00  2.00000000e+01          0e+00
  79  1.67503190e+00  2.00000000e+01          0e+00
  80  1.69009641e+00  2.00000000e+01          0e+00
  81  1.70516092e+00  2.00000000e+01          0e+00
  82  1.72022543e+00  2.00000000e+01          0e+00
  83  1.73528994e+00  2.00000000e+01          0e+00
  84  1.75035446e+00  2.00000000e+01          0e+00
  85  1.76541897e+00  2.00000000e+01          0e+00
  86  1.78048348e+00  2.00000000e+01          0e+00
  87  1.79554799e+00  2.00000000e+01          0e+00
  88  1.81061250e+00  2.00000000e+01          0e+00
  89  1.82567701e+00  2.00000000e+01          0e+00
  90  1.84074152e+00  2.00000000e+01          0e+00
  91  1.85580604e+00  2.00000000e+01          0e+00
  92  1.87087055e+00  2.00000000e+01          0e+00
  93  1.88593506e+00  2.00000000e+01          0e+00
  94  1.90099957e+00  2.00000000e+01          0e+00
  95  1.91606408e+00  2.00000000e+01          0e+00
  96  1.93112859e+00  2.00000000e+01          0e+00
  97  1.94619310e+00  2.00000000e+01          0e+00
  98  1.96125762e+00  2.00000000e+01          0e+00
  99  1.97632213e+00  2.00000000e+01          0e+00
 100  1.99138664e+00  2.00000000e+01          0e+00
 101  2.00645115e+00  2.00000000e+01          0e+00
 102  2.02151566e+00  2.00000000e+01          0e+00
 103  2.03658017e+00  2.00000000e+01          0e+00
 104  2.05164469e+00  2.00000000e+01          0e+00
 105  2.06670920e+00  2.00000000e+01          0e+00
 106  2.08177371e+00  2.00000000e+01          0e+00
 107  2.09683822e+00  2.00000000e+01          0e+00
