   1  5.00000000e-01 -6.50100219e+02 -1.06478129e+04
   2  5.15064512e-01 -5.06235723e+02 -8.52692375e+03
   3  5.30129023e-01 -3.91153629e+02 -6.81259693e+03
   4  5.45193535e-01 -2.99321558e+02 -5.42876984e+03
   5  5.60258046e-01 -2.26244105e+02 -4.31336819e+03
   6  5.75322558e-01 -1.68271869e+02 -3.41576585e+03
   7  5.90387069e-01 -1.22445206e+02 -2.69470162e+03
   8  6.05451581e-01 -8.63664412e+01 -2.11657125e+03
   9  6.20516092e-01 -5.80954142e+01 -1.65402760e+03
  10  6.35580604e-01 -3.60641431e+01 -1.28483392e+03
  11  6.50645115e-01 -1.90071487e+01 -9.90924764e+02
  12  6.65709627e-01 -5.90459781e+00 -7.57637353e+02
  13  6.80774138e-01  4.06406004e+00 -5.73082715e+02
  14  6.95838650e-01  1.15578758e+01 -4.27631435e+02
  15  7.10903161e-01  1.71051677e+01 -3.13493367e+02
  16  7.25967673e-01  2.11285552e+01 -2.24374298e+02
  17  7.41032184e-01  2.39653127e+01 -1.55195666e+02
  18  7.56096696e-01  2.58839007e+01 -1.01865878e+02
  19  7.71161207e-01  2.70973829e+01 -6.10938505e+01
  20  7.86225719e-01  2.77743009e+01 -3.02370947e+01
  21  8.01290230e-01  2.80474824e+01 -7.17802164e+00
  22  8.16354742e-01  2.80211638e+01  9.77668127e+00
  23  8.31419253e-01  2.77767445e+01  2.19778445e+01
  24  8.46483765e-01  2.73774288e+01  3.05002419e+01
  25  8.61548276e-01  2.68719639e+01  3.61964831e+01
  26  8.76612788e-01  2.62976467e+01  3.97406935e+01
  27  8.91677299e-01  2.56827366e+01  4.16638756e+01
  28  9.06741811e-01  2.50483883e+01  4.23825031e+01
  29  9.21806322e-01  2.44101975e+01  4.22216116e+01
  30  9.36870834e-01  2.37794328e+01  4.14334193e+01
  31  9.51935345e-01  2.31640153e+01  4.02123206e+01
  32  9.66999857e-01  2.25692964e+01  3.87069371e+01
  33  9.82064368e-01  2.19986709e+01  3.70297879e+01
  34  9.97128880e-01  2.14540613e+01  3.52650324e+01
  35  1.01219339e+00  2.09362957e+01  3.34746572e+01
  36  1.02725790e+00  2.04454043e+01  3.17034066e+01
  37  1.04232241e+00  1.99808476e+01  2.99827014e+01
  38  1.05738693e+00  1.95416932e+01  2.83337450e+01
  39  1.07245144e+00  1.91267508e+01  2.67699757e+01
  40  1.08751595e+00  1.87346734e+01  2.52989953e+01
  41  1.10258046e+00  1.83640339e+01  2.39240804e+01
  42  1.11764497e+00  1.80133808e+01  2.26453588e+01
  43  1.13270948e+00  1.76812786e+01  2.14607210e+01
  44  1.14777399e+00  1.73663359e+01  2.03665214e+01
  45  1.16283851e+00  1.70672243e+01  1.93581120e+01
  46  1.17790302e+00  1.67826904e+01  1.84302462e+01
  47  1.19296753e+00  1.65115624e+01  1.75773785e+01
  48  1.20803204e+00  1.62527528e+01  1.67938855e+01
  49  1.22309655e+00  1.60052586e+01  1.60742229e+01
  50  1.23816106e+00  1.57681586e+01  1.54130358e+01
  51  1.25322558e+00  1.55406108e+01  1.48052318e+01
  52  1.26829009e+00  1.53218475e+01  1.42460265e+01
  53  1.28335460e+00  1.51111703e+01  1.37309675e+01
  54  1.29841911e+00  1.49079458e+01  1.32559444e+01
  55  1.31348362e+00  1.47115996e+01  1.28171866e+01
  56  1.32854813e+00  1.45216118e+01  1.24112536e+01
  57  1.34361264e+00  1.43375116e+01  1.20350200e+01
  58  1.35867716e+00  1.41588735e+01  1.16856579e+01
  59  1.37374167e+00  1.39853121e+01  1.13606156e+01
  60  1.38880618e+00  1.38164787e+01  1.10575977e+01
  61  1.40387069e+00  1.36520573e+01  1.07745430e+01
  62  1.41893520e+00  1.34917613e+01  1.05096044e+01
  63  1.43399971e+00  1.33353305e+01  1.02611288e+01
  64  1.44906423e+00  1.31825283e+01  1.00276381e+01
  65  1.46412874e+00  1.30331390e+01  9.80781222e+00
  66  1.47919325e+00  1.28869658e+01  9.60047245e+00
  67  1.49425776e+00  1.27438287e+01  9.40456656e+00
  68  1.50932227e+00  1.26035627e+01  9.21915528e+00
  69  1.52438678e+00  1.24660161e+01  9.04339989e+00
  70  1.53945129e+00  1.23310492e+01  8.87655108e+00
  71  1.55451581e+00  1.21985329e+01  8.71793890e+00
  72  1.56958032e+00  1.20683479e+01  8.56696373e+00
  73  1.58464483e+00  1.19403830e+01  8.42308827e+00
  74  1.59970934e+00  1.18145352e+01  8.28583029e+00
  75  1.61477385e+00  1.16907080e+01  8.15475634e+00
  76  1.62983836e+00  1.15688113e+01  8.02947600e+00
  77  1.64490287e+00  1.14487604e+01  7.90963688e+00
  78  1.65996739e+00  1.13304759e+01  7.79492019e+00
  79  1.67503190e+00  1.12138829e+01  7.68503679e+00
  80  1.69009641e+00  1.10989104e+01  7.57972374e+00
  81  1.70516092e+00  1.09854914e+01  7.47874121e+00
  82  1.72022543e+00  1.08735625e+01  7.38186981e+00
  83  1.73528994e+00  1.07630633e+01  7.28890821e+00
  84  1.75035446e+00  1.06539362e+01  7.19967106e+00
  85  1.76541897e+00  1.05461264e+01  7.11398712e+00
  86  1.78048348e+00  1.04395816e+01  7.03169766e+00
  87  1.79554799e+00  1.03342519e+01  6.95265505e+00
  88  1.81061250e+00  1.02300893e+01  6.87672149e+00
  89  1.82567701e+00  1.01270480e+01  6.80376792e+00
  90  1.84074152e+00  1.00250841e+01  6.73367301e+00
  91  1.85580604e+00  9.92415527e+00  6.66632240e+00
  92  1.87087055e+00  9.82422107e+00  6.60160783e+00
  93  1.88593506e+00  9.72524256e+00  6.53942658e+00
  94  1.90099957e+00  9.62718231e+00  6.47968081e+00
  95  1.91606408e+00  9.53000434e+00  6.42227713e+00
  96  1.93112859e+00  9.43367406e+00  6.36712603e+00
  97  1.94619310e+00  9.33815818e+00  6.31414161e+00
  98  1.96125762e+00  9.24342468e+00  6.26324111e+00
  99  1.97632213e+00  9.14944278e+00  6.21434470e+00
 100  1.99138664e+00  9.05618287e+00  6.16737510e+00
 101  2.00645115e+00  8.96361649e+00  6.12225743e+00
 102  2.02151566e+00  8.87171630e+00  6.07891894e+00
 103  2.03658017e+00  8.78045603e+00  6.03728882e+00
 104  2.05164469e+00  8.68981046e+00  5.99729806e+00
 105  2.06670920e+00  8.59975540e+00  5.95887927e+00
 106  2.08177371e+00  8.51026768e+00  5.92196657e+00
 107  2.09683822e+00  8.42132510e+00  5.88649545e+00
 108  2.11190273e+00  8.33290640e+00  5.85240271e+00
 109  2.12696724e+00  8.24499131e+00  5.81962630e+00
 110  2.14203175e+00  8.15756045e+00  5.78810532e+00
 111  2.15709627e+00  8.07059535e+00  5.75777990e+00
 112  2.17216078e+00  7.98407846e+00  5.72859113e+00
 113  2.18722529e+00  7.89799308e+00  5.70048108e+00
 114  2.20228980e+00  7.81232340e+00  5.67339265e+00
 115  2.21735431e+00  7.72705445e+00  5.64726963e+00
 116  2.23241882e+00  7.64217211e+00  5.62205661e+00
 117  2.24748334e+00  7.55766308e+00  5.59769898e+00
 118  2.26254785e+00  7.47351489e+00  5.57414288e+00
 119  2.27761236e+00  7.38971585e+00  5.55133524e+00
 120  2.29267687e+00  7.30625508e+00  5.52922369e+00
 121  2.30774138e+00  7.22312250e+00  5.50775663e+00
 122  2.32280589e+00  7.14030878e+00  5.48688316e+00
 123  2.33787040e+00  7.05780535e+00  5.46655313e+00
 124  2.35293492e+00  6.97560439e+00  5.44671710e+00
 125  2.36799943e+00  6.89369884e+00  5.42732639e+00
 126  2.38306394e+00  6.81208236e+00  5.40833305e+00
 127  2.39812845e+00  6.73074930e+00  5.38968987e+00
 128  2.41319296e+00  6.64969474e+00  5.37135042e+00
 129  2.42825747e+00  6.56891446e+00  5.35326905e+00
 130  2.44332198e+00  6.48840490e+00  5.33540088e+00
 131  2.45838650e+00  6.40816319e+00  5.31770187e+00
 132  2.47345101e+00  6.32818711e+00  5.30012878e+00
 133  2.48851552e+00  6.24847507e+00  5.28263925e+00
 134  2.50358003e+00  6.16902614e+00  5.26519175e+00
 135  2.51864454e+00  6.08983998e+00  5.24774567e+00
 136  2.53370905e+00  6.01091688e+00  5.23026130e+00
 137  2.54877357e+00  5.93225771e+00  5.21269988e+00
 138  2.56383808e+00  5.85386390e+00  5.19502358e+00
 139  2.57890259e+00  5.77573748e+00  5.17719558e+00
 140  2.59396710e+00  5.69788100e+00  5.15918006e+00
 141  2.60903161e+00  5.62029754e+00  5.14094222e+00
 142  2.62409612e+00  5.54299072e+00  5.12244832e+00
 143  2.63916063e+00  5.46596463e+00  5.10366572e+00
 144  2.65422515e+00  5.38922387e+00  5.08456285e+00
 145  2.66928966e+00  5.31277348e+00  5.06510928e+00
 146  2.68435417e+00  5.23661898e+00  5.04527573e+00
